i,log2_a_plus_1,log2_q
22533,1.000000,38907.704633
22534,3.459432,38911.103097
22535,1.584963,38912.169932
22536,2.000000,38913.967927
22537,1.584963,38915.161745
22538,3.169925,38918.238500
22539,1.000000,38918.400095
22540,1.000000,38919.321559
22541,3.000000,38922.233820
22542,1.000000,38922.413762
22543,1.000000,38923.326595
22544,1.000000,38923.941202
22545,3.459432,38927.354404
22546,1.584963,38928.420576
22547,1.000000,38928.983817
22548,1.584963,38930.404315
22549,1.584963,38931.651382
22550,1.584963,38932.927166
22551,2.000000,38934.698207
22552,1.000000,38935.068926
22553,1.000000,38935.895441
22554,1.000000,38936.540580
22555,3.169925,38939.651516
22556,1.000000,38939.809528
22557,1.000000,38940.732685
22558,1.584963,38942.070312
22559,1.000000,38942.551271
22560,1.584963,38943.993021
22561,1.000000,38944.445216
22562,1.000000,38945.236763
22563,1.584963,38946.602861
22564,1.000000,38947.075805
22565,1.000000,38947.858627
22566,1.000000,38948.519673
22567,3.000000,38951.451814
22568,1.000000,38951.629438
22569,2.584963,38954.186274
22570,1.000000,38954.412718
22571,1.000000,38955.303935
22572,5.169925,38960.455272
22573,1.000000,38960.495306
22574,1.000000,38961.475428
22575,3.807355,38965.231057
22576,1.000000,38965.334099
22577,2.000000,38967.309020
22578,1.000000,38967.635999
22579,2.584963,38970.171356
22580,2.321928,38972.232267
22581,1.000000,38972.542217
22582,1.584963,38974.031077
22583,1.000000,38974.470747
22584,1.000000,38975.267596
22585,1.000000,38975.923502
22586,1.000000,38976.632507
22587,1.584963,38978.017520
22588,1.000000,38978.485202
22589,1.584963,38979.930465
22590,12.836248,38992.766588
22591,5.523562,38998.258446
22592,1.000000,38998.290155
22593,1.584963,38999.864625
22594,1.000000,39000.282292
22595,5.523562,39005.797949
22596,1.000000,39005.829145
22597,2.000000,39007.821409
22598,1.000000,39008.144887
22599,1.000000,39008.992195
22600,1.000000,39009.629871
22601,1.000000,39010.345982
22602,1.000000,39011.031910
22603,3.807355,39014.799735
22604,2.000000,39016.419577
22605,1.584963,39017.637038
22606,1.000000,39018.153092
22607,6.169925,39024.316979
22608,1.000000,39024.336961
22609,2.584963,39026.918612
22610,3.000000,39029.759992
22611,1.000000,39029.948427
22612,3.459432,39033.391710
22613,1.000000,39033.518594
22614,1.584963,39035.062489
22615,2.321928,39037.181167
22616,1.000000,39037.480128
22617,1.584963,39038.972154
22618,2.321928,39041.094997
22619,1.000000,39041.393179
22620,2.807355,39044.161528
22621,1.000000,39044.359107
22622,3.584963,39047.928599
22623,1.000000,39048.045272
22624,1.584963,39049.592383
22625,1.000000,39050.016977
22626,1.000000,39050.820244
22627,2.321928,39053.013400
22628,2.000000,39054.699866
22629,1.584963,39055.908188
22630,1.000000,39056.426997
22631,1.584963,39057.858859
22632,1.584963,39059.104143
22633,2.584963,39061.542922
22634,1.000000,39061.787127
22635,2.000000,39063.729840
22636,2.000000,39065.434768
22637,2.584963,39067.842593
22638,1.000000,39068.091662
22639,1.000000,39068.972496
22640,2.000000,39070.797489
22641,4.169925,39074.908708
22642,3.459432,39078.238960
22643,1.584963,39079.308954
22644,3.169925,39082.392392
22645,1.000000,39082.553281
22646,1.000000,39083.475078
22647,5.781360,39089.243999
22648,1.000000,39089.270218
22649,1.584963,39090.846493
22650,6.066089,39096.898199
22651,1.584963,39097.909033
22652,1.000000,39098.490393
22653,1.000000,39099.228801
22654,1.000000,39099.906332
22655,1.000000,39100.606980
22656,6.442943,39107.043530
22657,1.000000,39107.060091
22658,2.000000,39109.055968
22659,2.000000,39110.756725
22660,1.000000,39111.143674
22661,1.000000,39111.963134
22662,2.584963,39114.439944
22663,1.000000,39114.678292
22664,1.584963,39116.188097
22665,3.169925,39119.250074
22666,1.000000,39119.413242
22667,3.169925,39122.565923
22668,2.584963,39124.919937
22669,3.169925,39127.954786
22670,5.209453,39133.129593
22671,1.000000,39133.168990
22672,3.321928,39136.487026
22673,1.000000,39136.624884
22674,1.000000,39137.557601
22675,4.169925,39141.688851
22676,1.584963,39142.729438
22677,4.000000,39146.682343
22678,1.000000,39146.772619
22679,4.857981,39151.627579
22680,9.084808,39160.709820
22681,1.000000,39160.712479
22682,3.169925,39163.882109
22683,1.584963,39164.960127
22684,2.000000,39166.756592
22685,1.000000,39167.121589
22686,1.000000,39167.950602
22687,1.000000,39168.594841
22688,2.584963,39171.090493
22689,2.321928,39173.153067
22690,2.000000,39174.848788
22691,1.584963,39176.055869
22692,1.000000,39176.575053
22693,1.000000,39177.338691
22694,2.584963,39179.821284
22695,1.584963,39180.944899
22696,1.584963,39182.242936
22697,1.000000,39182.735230
22698,4.392317,39187.107547
22699,2.000000,39188.715545
22700,3.000000,39191.588975
22701,3.321928,39194.780610
22702,1.000000,39194.930457
22703,3.169925,39198.084481
22704,1.000000,39198.238082
22705,2.000000,39200.201187
22706,3.321928,39203.411650
22707,1.000000,39203.559650
22708,3.807355,39207.356923
22709,2.000000,39208.976068
22710,7.022368,39215.990931
22711,1.000000,39216.002044
22712,1.584963,39217.583312
22713,1.000000,39217.999274
22714,1.000000,39218.806232
22715,1.000000,39219.458453
22716,5.087463,39224.530400
22717,1.584963,39225.551688
22718,3.906891,39229.408940
22719,1.000000,39229.505203
22720,1.000000,39230.457874
22721,1.584963,39231.789393
22722,1.000000,39232.272086
22723,2.000000,39234.165697
22724,2.000000,39235.874605
22725,2.584963,39238.282200
22726,1.000000,39238.531305
22727,3.000000,39241.502420
22728,1.000000,39241.675583
22729,3.169925,39244.827263
22730,2.584963,39247.181299
22731,1.584963,39248.315913
22732,1.000000,39248.857385
22733,1.000000,39249.611904
22734,1.000000,39250.283418
22735,3.169925,39253.392419
22736,2.000000,39255.032070
22737,1.000000,39255.433628
22738,8.312883,39263.745408
22739,1.000000,39263.749942
22740,4.247928,39267.997631
22741,2.807355,39270.595195
22742,1.000000,39270.815794
22743,2.000000,39272.763726
22744,2.000000,39274.468238
22745,3.584963,39277.967360
22746,2.000000,39279.594239
22747,1.584963,39280.810718
22748,1.000000,39281.327068
22749,3.169925,39284.447940
22750,2.000000,39286.087151
22751,1.584963,39287.301917
22752,1.000000,39287.818783
22753,1.584963,39289.251148
22754,3.700440,39292.879983
22755,2.584963,39295.225049
22756,2.000000,39296.901686
22757,1.000000,39297.294345
22758,2.321928,39299.545829
22759,1.584963,39300.689880
22760,1.000000,39301.228406
22761,3.169925,39304.347509
22762,3.321928,39307.535766
22763,1.584963,39308.612810
22764,6.539159,39315.143786
22765,1.000000,39315.159303
22766,3.807355,39318.965555
22767,1.000000,39319.065164
22768,1.584963,39320.617682
22769,1.000000,39321.040899
22770,2.000000,39322.946158
22771,2.584963,39325.343130
22772,2.321928,39327.410033
22773,1.000000,39327.718827
22774,2.000000,39329.647601
22775,3.000000,39332.508098
22776,3.321928,39335.699927
22777,2.000000,39337.336581
22778,5.087463,39342.394967
22779,1.000000,39342.437626
22780,3.700440,39346.134828
22781,1.584963,39347.189396
22782,1.584963,39348.500575
22783,1.000000,39348.989081
22784,1.000000,39349.765406
22785,1.000000,39350.428844
22786,1.000000,39351.134930
22787,1.584963,39352.520626
22788,1.000000,39352.988119
22789,1.000000,39353.773226
22790,1.000000,39354.433433
22791,3.459432,39357.843881
22792,1.000000,39357.973558
22793,10.295769,39368.269228
22794,1.584963,39369.269802
22795,3.169925,39372.357231
22796,1.000000,39372.517699
22797,2.000000,39374.479224
22798,1.000000,39374.808930
22799,2.807355,39377.573552
22800,1.584963,39378.675976
22801,1.000000,39379.227599
22802,8.257388,39387.483488
22803,3.321928,39390.653937
22804,1.000000,39390.805888
22805,2.807355,39393.592491
22806,3.169925,39396.618393
22807,1.584963,39397.704345
22808,2.584963,39400.156171
22809,1.000000,39400.398351
22810,1.000000,39401.282337
22811,2.321928,39403.465623
22812,1.584963,39404.616295
22813,3.000000,39407.513616
22814,1.000000,39407.695317
22815,2.000000,39409.651992
22816,2.321928,39411.742040
22817,3.169925,39414.783786
22818,5.209453,39419.958570
22819,6.894818,39426.841551
22820,1.000000,39426.853723
22821,2.000000,39428.850690
22822,1.584963,39430.020952
22823,2.321928,39432.172921
22824,1.000000,39432.465709
22825,1.584963,39433.959522
22826,1.000000,39434.397893
22827,2.000000,39436.300147
22828,1.000000,39436.642161
22829,2.807355,39439.405347
22830,1.000000,39439.603588
22831,1.584963,39441.125449
22832,1.000000,39441.556522
22833,1.000000,39442.357027
22834,1.000000,39443.011598
22835,3.000000,39445.944276
22836,2.584963,39448.303508
22837,1.000000,39448.560392
22838,2.000000,39450.500331
22839,1.584963,39451.677054
22840,3.584963,39455.193366
22841,2.000000,39456.819756
22842,1.000000,39457.224548
22843,1.000000,39458.036303
22844,1.584963,39459.397896
22845,2.000000,39461.158821
22846,3.807355,39464.891639
22847,1.000000,39464.996265
22848,2.584963,39467.564308
22849,1.584963,39468.681094
22850,2.000000,39470.472333
22851,1.000000,39470.838500
22852,1.000000,39471.667003
22853,1.000000,39472.311425
22854,2.807355,39475.042554
22855,1.000000,39475.244950
22856,1.000000,39476.147298
22857,2.000000,39477.969015
22858,2.807355,39480.620442
22859,3.169925,39483.648863
22860,1.000000,39483.815658
22861,1.000000,39484.734669
22862,1.000000,39485.347136
22863,1.000000,39486.073163
22864,3.906891,39489.941511
22865,2.000000,39491.559031
22866,1.000000,39491.965998
22867,5.832890,39497.792653
22868,1.584963,39498.805307
22869,2.807355,39501.504778
22870,1.000000,39501.711358
22871,1.584963,39503.230693
22872,1.584963,39504.462645
22873,2.000000,39506.239061
22874,1.584963,39507.435610
22875,2.321928,39509.584973
22876,1.000000,39509.878240
22877,1.000000,39510.739046
22878,1.000000,39511.371914
22879,2.807355,39514.104160
22880,1.000000,39514.306410
22881,1.000000,39515.208826
22882,3.700440,39518.856715
22883,1.584963,39519.913144
22884,2.000000,39521.712572
22885,4.087463,39525.738246
22886,1.000000,39525.824211
22887,2.321928,39528.129351
22888,1.584963,39529.268389
22889,1.000000,39529.808478
22890,1.000000,39530.563561
22891,1.000000,39531.234866
22892,2.000000,39533.094016
22893,1.000000,39533.445235
22894,2.000000,39535.365117
22895,1.000000,39535.703429
22896,6.686501,39542.386998
22897,1.584963,39543.393999
22898,5.129283,39548.502422
22899,2.000000,39550.101258
22900,3.000000,39552.975099
22901,1.000000,39553.159599
22902,1.584963,39554.685645
22903,2.000000,39556.428612
22904,1.584963,39557.629464
22905,4.523562,39562.117145
22906,1.000000,39562.180058
22907,2.807355,39564.978592
22908,2.584963,39567.341408
22909,1.000000,39567.597707
22910,2.000000,39569.537774
22911,1.000000,39569.871889
22912,2.321928,39572.132900
22913,3.169925,39575.170040
22914,2.584963,39577.526698
22915,1.000000,39577.784002
22916,1.584963,39579.288190
22917,2.584963,39581.708410
22918,1.000000,39581.955521
22919,2.000000,39583.897597
22920,1.000000,39584.231297
22921,1.584963,39585.713370
22922,1.584963,39586.950918
22923,2.000000,39588.726640
22924,2.584963,39591.130466
22925,1.584963,39592.260714
22926,1.000000,39592.803554
22927,2.000000,39594.685773
22928,2.000000,39596.395622
22929,6.409391,39602.793181
22930,1.000000,39602.810193
22931,5.857981,39608.667882
22932,1.584963,39609.680268
22933,2.807355,39612.379759
22934,1.000000,39612.586336
22935,1.000000,39613.486742
22936,2.807355,39616.195092
22937,1.584963,39617.301443
22938,1.584963,39618.602719
22939,2.000000,39620.370699
22940,1.584963,39621.568325
22941,3.321928,39624.806499
22942,1.584963,39625.880989
22943,3.321928,39629.125090
22944,2.807355,39631.735210
22945,2.000000,39633.396862
22946,1.000000,39633.793106
22947,1.000000,39634.608545
22948,3.906891,39638.473299
22949,2.807355,39641.074673
22950,2.321928,39643.132914
22951,1.000000,39643.443380
22952,2.000000,39645.371800
22953,1.000000,39645.708331
22954,1.000000,39646.549856
22955,1.000000,39647.189601
22956,3.459432,39650.601275
22957,1.000000,39650.730847
22958,1.000000,39651.667515
22959,2.807355,39654.372926
22960,2.807355,39656.994291
22961,1.000000,39657.211539
22962,1.000000,39658.107000
22963,3.169925,39661.200826
22964,1.000000,39661.360622
22965,1.000000,39662.282936
22966,2.321928,39664.461702
22967,2.000000,39666.149150
22968,1.000000,39666.539241
22969,1.584963,39668.005519
22970,1.000000,39668.451155
22971,1.584963,39669.902306
22972,1.584963,39671.144591
22973,1.584963,39672.421208
22974,3.000000,39675.311220
22975,2.000000,39676.959640
22976,1.000000,39677.359073
22977,3.169925,39680.489700
22978,2.321928,39682.530305
22979,1.000000,39682.844203
22980,1.000000,39683.695774
22981,1.584963,39685.048635
22982,3.459432,39688.425969
22983,1.000000,39688.558523
22984,2.807355,39691.347671
22985,1.000000,39691.542604
22986,2.000000,39693.496284
22987,2.584963,39695.890841
22988,1.000000,39696.142022
22989,3.000000,39699.112914
22990,1.000000,39699.286102
22991,1.000000,39700.202105
22992,1.000000,39700.815614
22993,1.000000,39701.541229
22994,1.584963,39702.922368
22995,1.000000,39703.391124
22996,3.169925,39706.515880
22997,1.000000,39706.672464
22998,5.643856,39712.313349
22999,2.321928,39714.320560
23000,2.000000,39716.020446
23001,1.584963,39717.226971
23002,3.700440,39720.863109
23003,10.922584,39731.785010
23004,1.584963,39732.785382
23005,6.228819,39739.004548
23006,1.000000,39739.023784
23007,1.584963,39740.602363
23008,2.000000,39742.339968
23009,3.906891,39746.177898
23010,3.169925,39749.190454
23011,3.321928,39752.380108
23012,3.000000,39755.209876
23013,2.807355,39757.828269
23014,4.169925,39761.929486
23015,1.000000,39762.011187
23016,2.321928,39764.317141
23017,1.000000,39764.582850
23018,1.000000,39765.456104
23019,1.584963,39766.804288
23020,2.000000,39768.566759
23021,3.321928,39771.783174
23022,1.000000,39771.930595
23023,1.000000,39772.858766
23024,2.000000,39774.676604
23025,1.000000,39775.036851
23026,1.000000,39775.867943
23027,1.000000,39776.511433
23028,1.000000,39777.225272
23029,1.000000,39777.912060
23030,1.000000,39778.609153
23031,2.000000,39780.463873
23032,4.087463,39784.488590
23033,1.000000,39784.574610
23034,1.000000,39785.532241
23035,1.000000,39786.131466
23036,2.321928,39788.351829
23037,1.000000,39788.632295
23038,2.000000,39790.567123
23039,3.807355,39794.296301
23040,2.584963,39796.639824
23041,2.321928,39798.709192
23042,3.700440,39802.322519
23043,1.000000,39802.435834
23044,1.584963,39803.984005
23045,2.321928,39806.102346
23046,2.321928,39808.183110
23047,1.000000,39808.489243
23048,1.000000,39809.344281
23049,1.584963,39810.696391
23050,1.000000,39811.173259
23051,8.339850,39819.511855
23052,1.000000,39819.516304
23053,1.584963,39821.099785
23054,1.584963,39822.322389
23055,1.000000,39822.836899
23056,1.000000,39823.602460
23057,1.000000,39824.269875
23058,1.000000,39824.974423
23059,1.000000,39825.664737
23060,2.000000,39827.520615
23061,1.584963,39828.707283
23062,2.000000,39830.489405
23063,1.584963,39831.685228
23064,1.000000,39832.207823
23065,2.000000,39834.093834
23066,4.247928,39838.285283
23067,4.392317,39842.611154
23068,2.321928,39844.629027
23069,1.000000,39844.947398
23070,1.000000,39845.796977
23071,1.000000,39846.433842
23072,5.807355,39852.231973
23073,2.000000,39853.825552
23074,1.000000,39854.238441
23075,3.169925,39857.367908
23076,3.807355,39861.080974
23077,2.807355,39863.684156
23078,1.000000,39863.903959
23079,3.000000,39866.878247
23080,1.584963,39867.967235
23081,3.584963,39871.487040
23082,1.000000,39871.607635
23083,1.000000,39872.548597
23084,2.000000,39874.364535
23085,1.000000,39874.725202
23086,1.000000,39875.556110
23087,4.000000,39879.516082
23088,1.000000,39879.605931
23089,6.000000,39885.604569
23090,1.000000,39885.626958
23091,1.584963,39887.204496
23092,1.000000,39887.621393
23093,2.807355,39890.376074
23094,1.000000,39890.575409
23095,1.000000,39891.479182
23096,1.000000,39892.096938
23097,2.321928,39894.314691
23098,3.459432,39897.667305
23099,5.882643,39903.527719
23100,2.000000,39905.120935
23101,2.321928,39907.235779
23102,1.584963,39908.393386
23103,1.000000,39908.927702
23104,1.000000,39909.685140
23105,1.000000,39910.355569
23106,1.000000,39911.058953
23107,3.000000,39913.987632
23108,1.000000,39914.165658
23109,2.321928,39916.453695
23110,1.000000,39916.722434
23111,1.000000,39917.594313
23112,2.000000,39919.420682
23113,2.000000,39921.135246
23114,2.000000,39922.859763
23115,1.000000,39923.241157
23116,4.523562,39927.750073
23117,1.000000,39927.812087
23118,5.285402,39933.095932
23119,1.584963,39934.114330
23120,1.000000,39934.693186
23121,4.523562,39939.195866
23122,1.000000,39939.258143
23123,1.000000,39940.227341
23124,3.169925,39943.316634
23125,2.000000,39944.957022
23126,1.000000,39945.358402
23127,2.321928,39947.608494
23128,1.000000,39947.883752
23129,4.459432,39952.331748
23130,2.321928,39954.348179
23131,1.000000,39954.666836
23132,2.807355,39957.432756
23133,1.000000,39957.630646
23134,2.321928,39959.915108
23135,1.000000,39960.184455
23136,1.000000,39961.056058
23137,4.807355,39965.839857
23138,2.321928,39967.852892
23139,1.584963,39969.021374
23140,1.584963,39970.311143
23141,1.584963,39971.579587
23142,1.000000,39972.080499
23143,2.000000,39973.970619
23144,1.584963,39975.153174
23145,1.000000,39975.679814
23146,3.459432,39979.098567
23147,2.584963,39981.447227
23148,5.209453,39986.624998
23149,2.000000,39988.223186
23150,1.000000,39988.634928
23151,1.000000,39989.443696
23152,2.321928,39991.636165
23153,1.000000,39991.921599
23154,1.000000,39992.785929
23155,1.000000,39993.417547
23156,1.000000,39994.136031
23157,2.000000,39995.987125
23158,2.321928,39998.083785
23159,3.000000,40000.938539
23160,1.000000,40001.125344
23161,3.169925,40004.275668
23162,3.807355,40007.988553
23163,1.000000,40008.094583
23164,1.000000,40009.042542
23165,4.523562,40013.535572
23166,5.459432,40018.963326
23167,1.000000,40018.996459
23168,1.584963,40020.570461
23169,1.000000,40020.988246
23170,4.523562,40025.495951
23171,1.584963,40026.527317
23172,4.857981,40031.359662
23173,1.000000,40031.409434
23174,1.000000,40032.384763
23175,1.584963,40033.711659
23176,1.000000,40034.195668
23177,2.000000,40036.089026
23178,1.000000,40036.432922
23179,2.000000,40038.354324
23180,1.000000,40038.692318
23181,3.000000,40041.654153
23182,1.000000,40041.828369
23183,3.169925,40044.979943
23184,1.584963,40046.058917
23185,4.247928,40050.266292
23186,2.584963,40052.603755
23187,1.000000,40052.864212
23188,1.000000,40053.739854
23189,1.000000,40054.367471
23190,2.321928,40056.583847
23191,1.584963,40057.731271
23192,3.321928,40060.971804
23193,1.584963,40062.046175
23194,3.000000,40064.948225
23195,1.584963,40066.041638
23196,1.000000,40066.596130
23197,1.000000,40067.345361
23198,1.584963,40068.721051
23199,1.000000,40069.191321
23200,1.000000,40069.975263
23201,4.247928,40074.191002
23202,1.000000,40074.266630
23203,3.321928,40077.581171
23204,1.000000,40077.719347
23205,2.321928,40080.014679
23206,3.459432,40083.365702
23207,1.000000,40083.500585
23208,2.584963,40086.063925
23209,2.000000,40087.728036
23210,1.000000,40088.123689
23211,1.000000,40088.939384
23212,2.321928,40091.130989
23213,5.000000,40096.095337
23214,1.000000,40096.140825
23215,1.000000,40097.118260
23216,1.584963,40098.444729
23217,1.000000,40098.928860
23218,1.000000,40099.707008
23219,1.584963,40101.076120
23220,3.169925,40104.144297
23221,1.000000,40104.306804
23222,2.321928,40106.597662
23223,2.584963,40108.977381
23224,1.000000,40109.230943
23225,1.000000,40110.109726
23226,5.491853,40115.586879
23227,3.321928,40118.760398
23228,4.807355,40123.521196
23229,1.000000,40123.573453
23230,1.000000,40124.547561
23231,3.700440,40128.192462
23232,1.584963,40129.249005
23233,2.584963,40131.703387
23234,1.000000,40131.945173
23235,2.321928,40134.221878
23236,1.000000,40134.492548
23237,1.000000,40135.363551
23238,2.321928,40137.548392
23239,1.584963,40138.698911
23240,6.977280,40145.669885
23241,1.584963,40146.675623
23242,1.000000,40147.258676
23243,1.000000,40147.996406
23244,1.000000,40148.674191
23245,1.000000,40149.374741
23246,1.000000,40150.066577
23247,1.000000,40150.761738
23248,3.459432,40154.170129
23249,2.584963,40156.518980
23250,1.000000,40156.777562
23251,1.000000,40157.654057
23252,3.807355,40161.413712
23253,2.000000,40163.033749
23254,2.000000,40164.767246
23255,2.584963,40167.173435
23256,1.584963,40168.303478
23257,1.584963,40169.600318
23258,5.930737,40175.516963
23259,1.584963,40176.528855
23260,1.000000,40177.109864
23261,1.584963,40178.525891
23262,3.459432,40181.900895
23263,1.000000,40182.033653
23264,2.000000,40184.001591
23265,1.000000,40184.329989
23266,1.584963,40185.813570
23267,1.584963,40187.050889
23268,2.584963,40189.490289
23269,5.832890,40195.302386
23270,2.807355,40197.891621
23271,1.584963,40199.006770
23272,2.584963,40201.456106
23273,1.000000,40201.698672
23274,2.584963,40204.245934
23275,1.000000,40204.473773
23276,1.000000,40205.364346
23277,1.000000,40205.986714
23278,4.700440,40210.667579
23279,1.000000,40210.722756
23280,3.459432,40214.177258
23281,1.000000,40214.303200
23282,2.584963,40216.867921
23283,1.584963,40217.984966
23284,3.000000,40220.884342
23285,1.000000,40221.065800
23286,2.807355,40223.848589
23287,1.000000,40224.044328
23288,1.584963,40225.566949
23289,1.000000,40225.997826
23290,1.584963,40227.452955
23291,2.584963,40229.876458
23292,2.321928,40231.942169
23293,1.584963,40233.104939
23294,3.321928,40236.344743
23295,2.584963,40238.696896
23296,1.000000,40238.954937
23297,2.584963,40241.499972
23298,1.584963,40242.618560
23299,3.584963,40246.137163
23300,2.584963,40248.484051
23301,1.000000,40248.742955
23302,1.000000,40249.619303
23303,4.247928,40253.832242
23304,2.000000,40255.442906
23305,1.584963,40256.661654
23306,1.584963,40257.942406
23307,1.000000,40258.439718
23308,1.000000,40259.212385
23309,1.584963,40260.582736
23310,2.321928,40262.715904
23311,1.000000,40263.012164
23312,3.906891,40266.901088
23313,2.321928,40268.925231
23314,1.000000,40269.242363
23315,2.807355,40272.008463
23316,1.000000,40272.206330
23317,2.321928,40274.490796
23318,2.000000,40276.171238
23319,1.000000,40276.562992
23320,3.169925,40279.694285
23321,1.000000,40279.850198
23322,2.321928,40282.142263
23323,1.000000,40282.410318
23324,1.000000,40283.282507
23325,2.000000,40285.108829
23326,2.584963,40287.509908
23327,1.000000,40287.760048
23328,1.584963,40289.266353
23329,2.000000,40291.011380
23330,1.584963,40292.211965
23331,1.000000,40292.733115
23332,2.321928,40294.964798
23333,5.247928,40300.182530
23334,3.906891,40303.992651
23335,3.807355,40307.700981
23336,2.807355,40310.304222
23337,1.000000,40310.524018
23338,1.584963,40312.039371
23339,1.000000,40312.472128
23340,1.000000,40313.271915
23341,1.000000,40313.926748
23342,1.584963,40315.324633
23343,1.000000,40315.788763
23344,5.781360,40321.562889
23345,5.169925,40326.692925
23346,1.584963,40327.713378
23347,1.000000,40328.291555
23348,3.169925,40331.407555
23349,2.000000,40333.046946
23350,1.000000,40333.448568
23351,1.584963,40334.911671
23352,2.000000,40336.661296
23353,2.807355,40339.316048
23354,1.000000,40339.528674
23355,1.000000,40340.426275
23356,2.584963,40342.895322
23357,2.807355,40345.523071
23358,1.584963,40346.635301
23359,2.584963,40349.084884
23360,1.000000,40349.327411
23361,1.584963,40350.835973
23362,1.000000,40351.270494
23363,2.807355,40354.023229
23364,7.707359,40361.724698
23365,3.000000,40364.533042
23366,4.247928,40368.714364
23367,1.000000,40368.791769
23368,2.584963,40371.364116
23369,1.000000,40371.588317
23370,1.000000,40372.480568
23371,2.000000,40374.303817
23372,3.169925,40377.353898
23373,1.000000,40377.518343
23374,1.584963,40379.050546
23375,1.000000,40379.478956
23376,2.000000,40381.383182
23377,1.000000,40381.724780
23378,1.000000,40382.564068
23379,3.807355,40386.325238
23380,1.000000,40386.427899
23381,2.000000,40388.402911
23382,1.000000,40388.729871
23383,1.000000,40389.575634
23384,1.000000,40390.213862
23385,2.000000,40392.078791
23386,1.000000,40392.428764
23387,2.807355,40395.191028
23388,1.000000,40395.389387
23389,2.584963,40397.943126
23390,1.000000,40398.170021
23391,1.000000,40399.061029
23392,3.906891,40402.922909
23393,1.000000,40403.018873
23394,1.000000,40403.971689
23395,1.000000,40404.572551
23396,4.087463,40408.630812
23397,1.000000,40408.714913
23398,2.807355,40411.510549
23399,1.584963,40412.610869
23400,2.321928,40414.769986
23401,1.000000,40415.061464
23402,1.584963,40416.555656
23403,1.000000,40416.993927
23404,1.000000,40417.791371
23405,2.000000,40419.629462
23406,1.000000,40419.985258
23407,2.321928,40422.242703
23408,1.584963,40423.386189
23409,3.000000,40426.283946
23410,3.169925,40429.307943
23411,1.000000,40429.475221
23412,6.507795,40435.981279
23413,1.000000,40435.997065
23414,6.539159,40442.536055
23415,3.321928,40445.707703
23416,1.000000,40445.859534
23417,4.247928,40450.099856
23418,2.321928,40452.118814
23419,2.807355,40454.761917
23420,1.000000,40454.976146
23421,1.584963,40456.493173
23422,1.000000,40456.925496
23423,1.000000,40457.725468
23424,2.584963,40460.204275
23425,1.000000,40460.442319
23426,3.459432,40463.881662
23427,3.459432,40467.216828
23428,4.584963,40471.746592
23429,1.584963,40472.777488
23430,1.000000,40473.352225
23431,1.000000,40474.093289
23432,1.584963,40475.470856
23433,1.000000,40475.940604
23434,1.000000,40476.724765
23435,2.321928,40478.920330
23436,2.321928,40480.996994
23437,1.000000,40481.303912
23438,1.000000,40482.158599
23439,3.459432,40485.558179
23440,1.000000,40485.688793
23441,1.000000,40486.624964
23442,1.000000,40487.231518
23443,1.584963,40488.641188
23444,1.584963,40489.889964
23445,3.459432,40493.271359
23446,1.584963,40494.338971
23447,1.000000,40494.901747
23448,2.000000,40496.780275
23449,1.000000,40497.127330
23450,2.584963,40499.659943
23451,1.000000,40499.889931
23452,1.000000,40500.779515
23453,2.000000,40502.603170
23454,3.700440,40506.221703
23455,1.000000,40506.334626
23456,2.000000,40508.307213
23457,1.000000,40508.634665
23458,3.000000,40511.597574
23459,1.000000,40511.771668
23460,1.000000,40512.687245
23461,1.584963,40514.026458
23462,1.584963,40515.286626
23463,8.974415,40524.259368
23464,2.000000,40525.845288
23465,1.000000,40526.260086
23466,1.000000,40527.067544
23467,4.000000,40531.028369
23468,1.584963,40532.073966
23469,1.000000,40532.643889
23470,3.000000,40535.583803
23471,4.523562,40540.051755
23472,3.000000,40542.868393
23473,1.584963,40543.967312
23474,1.000000,40544.520049
23475,1.000000,40545.269991
23476,2.584963,40547.754033
23477,2.000000,40549.422489
23478,1.000000,40549.817102
23479,2.321928,40552.068274
23480,4.459432,40556.474950
23481,4.459432,40560.870503
23482,3.584963,40564.336153
23483,1.584963,40565.400013
23484,1.000000,40565.964001
23485,2.000000,40567.842307
23486,1.000000,40568.189409
23487,1.000000,40569.026272
23488,2.584963,40571.501320
23489,1.000000,40571.739937
23490,2.000000,40573.683879
23491,1.000000,40574.017195
23492,1.000000,40574.860142
23493,1.000000,40575.499377
23494,1.000000,40576.214878
23495,1.584963,40577.598371
23496,2.321928,40579.730385
23497,1.000000,40580.026859
23498,2.807355,40582.795412
23499,3.169925,40585.821637
23500,1.584963,40586.907570
23501,2.000000,40588.702958
23502,2.000000,40590.420210
23503,1.000000,40590.803295
23504,1.000000,40591.624430
23505,5.700440,40597.312778
23506,1.000000,40597.340488
23507,2.000000,40599.333611
23508,2.000000,40601.034580
23509,1.000000,40601.421479
23510,1.000000,40602.240961
23511,1.000000,40602.888639
23512,4.643856,40607.511471
23513,1.000000,40607.568868
23514,1.584963,40609.134951
23515,2.321928,40611.251889
23516,2.807355,40613.891245
23517,1.584963,40615.002611
23518,1.000000,40615.551398
23519,2.321928,40617.779014
23520,1.584963,40618.925351
23521,1.000000,40619.463165
23522,5.087463,40624.537363
23523,1.000000,40624.579563
23524,3.000000,40627.574355
23525,2.321928,40629.618908
23526,2.000000,40631.315969
23527,2.584963,40633.724249
23528,1.584963,40634.854113
23529,2.807355,40637.544968
23530,1.584963,40638.652570
