i,log2_a_plus_1,log2_q
23531,2.584963,40641.102544
23532,1.000000,40641.345011
23533,1.584963,40642.853591
23534,1.000000,40643.288107
23535,2.321928,40645.532976
23536,2.584963,40647.914529
23537,2.584963,40650.290793
23538,3.169925,40653.325115
23539,2.000000,40654.967614
23540,4.906891,40659.841442
23541,4.087463,40663.844514
23542,1.000000,40663.931796
23543,2.000000,40665.910466
23544,3.459432,40669.268542
23545,1.584963,40670.337230
23546,1.000000,40670.899658
23547,1.000000,40671.645680
23548,4.643856,40676.266046
23549,2.000000,40677.870429
23550,1.000000,40678.280636
23551,1.000000,40679.090063
23552,2.321928,40681.282449
23553,1.584963,40682.432222
23554,1.584963,40683.725414
23555,2.000000,40685.494359
23556,1.000000,40685.865553
23557,1.000000,40686.691861
23558,3.700440,40690.343082
23559,2.000000,40691.965822
23560,10.063395,40702.028306
23561,1.000000,40702.029654
23562,1.000000,40703.028980
23563,3.700440,40706.672863
23564,3.169925,40709.687218
23565,1.000000,40709.855556
23566,1.000000,40710.773841
23567,2.000000,40712.593157
23568,1.000000,40712.953077
23569,2.000000,40714.871161
23570,2.321928,40716.963573
23571,2.321928,40719.045761
23572,3.906891,40722.877249
23573,1.584963,40723.927049
23574,15.748245,40739.675281
23575,1.000000,40739.675307
23576,2.807355,40742.482658
23577,1.000000,40742.675304
23578,1.584963,40744.198866
23579,1.584963,40745.430191
23580,1.000000,40745.942090
23581,1.000000,40746.708727
23582,1.000000,40747.375744
23583,1.000000,40748.080445
23584,1.000000,40748.770701
23585,1.584963,40750.160127
23586,1.000000,40750.626589
23587,1.000000,40751.412128
23588,3.700440,40755.065204
23589,1.000000,40755.175554
23590,2.000000,40757.148748
23591,1.000000,40757.476077
23592,1.584963,40758.959963
23593,1.000000,40759.400941
23594,2.584963,40761.921146
23595,1.000000,40762.152969
23596,5.087463,40767.234120
23597,1.584963,40768.255273
23598,6.108524,40774.353152
23599,5.554589,40779.877172
23600,3.169925,40782.881085
23601,1.000000,40783.050576
23602,4.584963,40787.628860
23603,1.000000,40787.688022
23604,1.000000,40788.658744
23605,1.584963,40789.986575
23606,3.000000,40792.873782
23607,2.584963,40795.234193
23608,1.584963,40796.368240
23609,1.000000,40796.909889
23610,2.807355,40799.651245
23611,1.000000,40799.852307
23612,1.000000,40800.755276
23613,1.000000,40801.373313
23614,1.000000,40802.097140
23615,3.169925,40805.202397
23616,1.000000,40805.360999
23617,1.584963,40806.895007
23618,3.000000,40809.771832
23619,1.584963,40810.866839
23620,1.000000,40811.420822
23621,2.584963,40813.927002
23622,2.000000,40815.594222
23623,1.000000,40815.989131
23624,4.754888,40820.731166
23625,1.000000,40820.784094
23626,3.169925,40823.948233
23627,1.000000,40824.100816
23628,2.807355,40826.887337
23629,1.584963,40827.988271
23630,1.000000,40828.540367
23631,1.584963,40829.963692
23632,1.000000,40830.420868
23633,1.000000,40831.210314
23634,5.523562,40836.720597
23635,1.000000,40836.751908
23636,4.754888,40841.505648
23637,1.000000,40841.558156
23638,1.584963,40843.125828
23639,1.584963,40844.350703
23640,2.584963,40846.791080
23641,1.584963,40847.918208
23642,3.321928,40851.159717
23643,1.000000,40851.304719
23644,2.584963,40853.866504
23645,1.000000,40854.092231
23646,1.000000,40854.983778
23647,1.000000,40855.605804
23648,1.000000,40856.328058
23649,1.000000,40857.011665
23650,1.584963,40858.402666
23651,1.000000,40858.868693
23652,1.000000,40859.654416
23653,1.000000,40860.314396
23654,3.321928,40863.582364
23655,2.321928,40865.619329
23656,1.000000,40865.933939
23657,1.000000,40866.785193
23658,1.000000,40867.421461
23659,1.000000,40868.138123
23660,1.584963,40869.521345
23661,1.000000,40869.989523
23662,1.584963,40871.434655
23663,2.807355,40874.105328
23664,9.599913,40883.703672
23665,2.807355,40886.288945
23666,1.584963,40887.404398
23667,1.584963,40888.703963
23668,3.906891,40892.552586
23669,1.000000,40892.649407
23670,1.000000,40893.601808
23671,1.000000,40894.202812
23672,3.000000,40897.140024
23673,4.643856,40901.732813
23674,1.000000,40901.791395
23675,2.321928,40904.101795
23676,1.000000,40904.366757
23677,3.321928,40907.664275
23678,1.584963,40908.735836
23679,2.321928,40910.897983
23680,2.584963,40913.282978
23681,3.906891,40917.109928
23682,1.000000,40917.208166
23683,1.584963,40918.761120
23684,1.000000,40919.184226
23685,4.954196,40924.126544
23686,2.000000,40925.727064
23687,1.000000,40926.138228
23688,1.584963,40927.598717
23689,1.584963,40928.839562
23690,3.584963,40932.353448
23691,1.000000,40932.474518
23692,6.954196,40939.427778
23693,1.584963,40940.433587
23694,1.000000,40941.016616
23695,5.672425,40946.679606
23696,1.000000,40946.707803
23697,1.584963,40948.283428
23698,1.584963,40949.507158
23699,6.658211,40956.157178
23700,1.584963,40957.164343
23701,2.000000,40958.970676
23702,1.584963,40960.163449
23703,1.000000,40960.686972
23704,1.000000,40961.448829
23705,3.700440,40965.103005
23706,2.321928,40967.131372
23707,1.584963,40968.298173
23708,1.000000,40968.829650
23709,3.321928,40972.106421
23710,1.584963,40973.178993
23711,1.584963,40974.486696
23712,1.584963,40975.752111
23713,1.000000,40976.253911
23714,1.000000,40977.024719
23715,1.000000,40977.690193
23716,1.000000,40978.395491
23717,1.000000,40979.085520
23718,2.321928,40981.293363
23719,2.584963,40983.676434
23720,1.000000,40983.929456
23721,1.000000,40984.808485
23722,1.000000,40985.434908
23723,2.321928,40987.651450
23724,1.000000,40987.932592
23725,1.584963,40989.429791
23726,1.584963,40990.665052
23727,1.000000,40991.175777
23728,4.807355,40995.967688
23729,2.584963,40998.299995
23730,2.584963,41000.678109
23731,1.584963,41001.810594
23732,1.000000,41002.352732
23733,1.000000,41003.106980
23734,3.459432,41006.512000
23735,1.000000,41006.642144
23736,1.000000,41007.578539
23737,1.000000,41008.185016
23738,1.584963,41009.594705
23739,1.584963,41010.843479
23740,1.000000,41011.350188
23741,2.321928,41013.584023
23742,1.000000,41013.862118
23743,1.584963,41015.360205
23744,3.169925,41018.422676
23745,1.584963,41019.506538
23746,3.321928,41022.750171
23747,1.584963,41023.824387
23748,1.584963,41025.131774
23749,1.584963,41026.397242
23750,3.321928,41029.632351
23751,5.807355,41035.416494
23752,1.000000,41035.442439
23753,1.584963,41037.018805
23754,3.459432,41040.388317
23755,1.584963,41041.456476
23756,1.000000,41042.019075
23757,1.584963,41043.439736
23758,1.584963,41044.686777
23759,2.584963,41047.125418
23760,1.000000,41047.369645
23761,3.169925,41050.514387
23762,1.584963,41051.593726
23763,1.000000,41052.152724
23764,3.000000,41055.093600
23765,1.000000,41055.270215
23766,1.000000,41056.184609
23767,1.584963,41057.524069
23768,3.000000,41060.410652
23769,2.321928,41062.458618
23770,1.000000,41062.771079
23771,4.169925,41066.925312
23772,1.584963,41067.965266
23773,2.000000,41069.766981
23774,3.321928,41072.982167
23775,1.000000,41073.129708
23776,4.321928,41077.444606
23777,6.357552,41083.785351
23778,1.000000,41083.803042
23779,2.321928,41086.121449
23780,1.000000,41086.385071
23781,1.584963,41087.887399
23782,1.000000,41088.323543
23783,2.321928,41090.568158
23784,1.000000,41090.844369
23785,1.000000,41091.712864
23786,1.584963,41093.062070
23787,2.321928,41095.197115
23788,1.000000,41095.493026
23789,1.000000,41096.352644
23790,1.000000,41096.985934
23791,1.000000,41097.703762
23792,1.000000,41098.389041
23793,1.000000,41099.086713
23794,1.000000,41099.779646
23795,1.584963,41101.168439
23796,2.584963,41103.596550
23797,1.000000,41103.842421
23798,3.906891,41107.734162
23799,1.000000,41107.828223
23800,2.321928,41110.131823
23801,1.000000,41110.397928
23802,1.584963,41111.899526
23803,1.000000,41112.335860
23804,2.000000,41114.238517
23805,1.584963,41115.419588
23806,2.584963,41117.863466
23807,2.000000,41119.534211
23808,1.584963,41120.744656
23809,1.584963,41122.026880
23810,1.000000,41122.523763
23811,1.000000,41123.296608
23812,2.321928,41125.493612
23813,3.906891,41129.323268
23814,1.000000,41129.421327
23815,1.000000,41130.373131
23816,1.000000,41130.974338
23817,1.000000,41131.704828
23818,4.459432,41136.137967
23819,3.807355,41139.843535
23820,1.000000,41139.950085
23821,2.000000,41141.924176
23822,1.000000,41142.251323
23823,3.584963,41145.811685
23824,2.000000,41147.436846
23825,1.000000,41147.841938
23826,4.087463,41151.908474
23827,1.000000,41151.992107
23828,3.169925,41155.152976
23829,1.000000,41155.305887
23830,1.000000,41156.231456
23831,3.169925,41159.323405
23832,1.000000,41159.483398
23833,2.807355,41162.268955
23834,1.584963,41163.369954
23835,3.807355,41167.121224
23836,1.584963,41168.173821
23837,4.754888,41172.900767
23838,1.000000,41172.954241
23839,2.584963,41175.530428
23840,2.000000,41177.193856
23841,1.000000,41177.589674
23842,1.000000,41178.405297
23843,6.066089,41184.462058
23844,1.000000,41184.483569
23845,2.321928,41186.801220
23846,2.584963,41189.179897
23847,1.000000,41189.433627
23848,1.584963,41190.938870
23849,1.000000,41191.374254
23850,1.000000,41192.172924
23851,1.584963,41193.537429
23852,2.321928,41195.671113
23853,1.000000,41195.967277
23854,2.321928,41198.234637
23855,4.087463,41202.253246
23856,1.000000,41202.339621
23857,1.000000,41203.297079
23858,2.000000,41205.110589
23859,2.807355,41207.762387
23860,2.584963,41210.129512
23861,2.000000,41211.804800
23862,1.000000,41212.197781
23863,6.066089,41218.258727
23864,1.000000,41218.280176
23865,1.000000,41219.269491
23866,1.000000,41219.858024
23867,1.000000,41220.593563
23868,4.247928,41224.810839
23869,2.321928,41226.830101
23870,2.584963,41229.221507
23871,5.209453,41234.399050
23872,1.000000,41234.438373
23873,1.584963,41236.010346
23874,1.000000,41236.428642
23875,3.807355,41240.209824
23876,1.584963,41241.261361
23877,2.321928,41243.425649
23878,3.169925,41246.465330
23879,2.584963,41248.821927
23880,1.000000,41249.079241
23881,2.807355,41251.852530
23882,1.000000,41252.049477
23883,1.000000,41252.954362
23884,2.584963,41255.422704
23885,1.584963,41256.547494
23886,1.584963,41257.845313
23887,1.000000,41258.337669
23888,1.000000,41259.112394
23889,2.000000,41260.954166
23890,2.000000,41262.667412
23891,1.000000,41263.051432
23892,4.000000,41267.030204
23893,1.000000,41267.118925
23894,1.000000,41268.075246
23895,1.000000,41268.674916
23896,1.000000,41269.406017
23897,1.584963,41270.785884
23898,1.584963,41272.039422
23899,1.584963,41273.314082
23900,5.000000,41278.287387
23901,1.000000,41278.332597
23902,1.000000,41279.310169
23903,1.584963,41280.636611
23904,1.000000,41281.120749
23905,1.000000,41281.898894
23906,4.754888,41286.631332
23907,1.000000,41286.684607
23908,4.906891,41291.589753
23909,1.000000,41291.637115
23910,1.000000,41292.613629
23911,1.000000,41293.206463
23912,3.169925,41296.321336
23913,1.000000,41296.478940
23914,2.000000,41298.441123
23915,1.000000,41298.770694
23916,1.000000,41299.615299
23917,1.000000,41300.253942
23918,4.169925,41304.394910
23919,1.584963,41305.435228
23920,2.321928,41307.600729
23921,2.321928,41309.678965
23922,4.700440,41314.336422
23923,2.000000,41315.940315
23924,1.000000,41316.350643
23925,2.584963,41318.874820
23926,1.000000,41319.106055
23927,2.321928,41321.384606
23928,2.807355,41324.018294
23929,1.000000,41324.233826
23930,2.000000,41326.182886
23931,1.000000,41326.515147
23932,1.000000,41327.358560
23933,2.321928,41329.546747
23934,2.321928,41331.623794
23935,1.000000,41331.930639
23936,2.321928,41334.196198
23937,1.000000,41334.468781
23938,1.000000,41335.338918
23939,1.000000,41335.968480
23940,5.672425,41341.630867
23941,2.321928,41343.637971
23942,1.000000,41343.958481
23943,1.000000,41344.807108
23944,1.584963,41346.160608
23945,1.584963,41347.418428
23946,2.000000,41349.191655
23947,1.000000,41349.561879
23948,1.000000,41350.388610
23949,4.700440,41355.064641
23950,1.000000,41355.120000
23951,1.584963,41356.686745
23952,1.000000,41357.106358
23953,4.321928,41361.409965
23954,3.169925,41364.419069
23955,1.584963,41365.505998
23956,2.807355,41368.199933
23957,4.000000,41372.121612
23958,1.000000,41372.213801
23959,1.584963,41373.768684
23960,2.000000,41375.508686
23961,3.169925,41378.561687
23962,1.000000,41378.725819
23963,2.584963,41381.284690
23964,2.807355,41383.909892
23965,2.807355,41386.533310
23966,2.321928,41388.590685
23967,2.321928,41390.674836
23968,5.129283,41395.772271
23969,1.000000,41395.813807
23970,1.000000,41396.793188
23971,1.000000,41397.385057
23972,1.584963,41398.798371
23973,1.584963,41400.046570
23974,1.000000,41400.553450
23975,1.000000,41401.322158
23976,1.584963,41402.693406
23977,1.584963,41403.948336
23978,1.000000,41404.453225
23979,1.000000,41405.222755
23980,1.000000,41405.888701
23981,2.321928,41408.099799
23982,6.169925,41414.253928
23983,2.584963,41416.579902
23984,1.000000,41416.842263
23985,2.584963,41419.386680
23986,1.000000,41419.614935
23987,1.000000,41420.505317
23988,3.000000,41423.419780
23989,1.584963,41424.512417
23990,5.930737,41430.430539
23991,2.000000,41432.023432
23992,1.584963,41433.244695
23993,2.321928,41435.391645
23994,1.000000,41435.685356
23995,1.584963,41437.178902
23996,2.584963,41439.599826
23997,4.087463,41443.616566
23998,1.000000,41443.703049
23999,1.584963,41445.259756
24000,4.087463,41449.290086
24001,1.000000,41449.375782
24002,2.807355,41452.171202
24003,1.584963,41453.271536
24004,1.584963,41454.573948
24005,1.584963,41455.840254
24006,1.000000,41456.341793
24007,3.000000,41459.287841
24008,1.584963,41460.378534
24009,1.000000,41460.933894
24010,7.857981,41468.789887
24011,1.000000,41468.796101
24012,4.857981,41473.653868
24013,1.584963,41474.678534
24014,1.584963,41475.995562
24015,2.000000,41477.761674
24016,1.000000,41478.133512
24017,5.584963,41483.711629
24018,4.584963,41488.236504
24019,1.584963,41489.267503
24020,5.392317,41494.642172
24021,1.584963,41495.659455
24022,1.000000,41496.238680
24023,1.584963,41497.655154
24024,1.000000,41498.114194
24025,1.584963,41499.561757
24026,2.321928,41501.688281
24027,1.000000,41501.985776
24028,1.000000,41502.844683
24029,3.459432,41506.244042
24030,1.000000,41506.374675
24031,1.000000,41507.310836
24032,1.000000,41507.917394
24033,1.584963,41509.327063
24034,1.000000,41509.787961
24035,1.000000,41510.575839
24036,2.000000,41512.415475
24037,4.169925,41516.526455
24038,1.000000,41516.607621
24039,1.584963,41518.166032
24040,2.000000,41519.905675
24041,1.000000,41520.283569
24042,1.584963,41521.753226
24043,4.700440,41526.417770
24044,1.000000,41526.473563
24045,1.000000,41527.445936
24046,5.807355,41533.240603
24047,1.000000,41533.266362
24048,8.569856,41541.836150
24049,1.000000,41541.839942
24050,1.000000,41542.838047
24051,1.584963,41544.160355
24052,1.000000,41544.645673
24053,1.000000,41545.423326
24054,1.000000,41546.086274
24055,1.000000,41546.792549
24056,3.169925,41549.899049
24057,1.000000,41550.057521
24058,1.584963,41551.591569
24059,1.584963,41552.821346
24060,1.584963,41554.100154
24061,3.169925,41557.172626
24062,2.321928,41559.214877
24063,2.000000,41560.912110
24064,1.584963,41562.118989
24065,1.000000,41562.638233
24066,1.000000,41563.401846
24067,1.000000,41564.069983
24068,2.584963,41566.562944
24069,2.000000,41568.230900
24070,2.000000,41569.959778
24071,1.000000,41570.340160
24072,1.000000,41571.162469
24073,1.000000,41571.809126
24074,4.087463,41575.865602
24075,1.584963,41576.908316
24076,1.000000,41577.479181
24077,1.000000,41578.221802
24078,2.584963,41580.706624
24079,2.807355,41583.333915
24080,1.000000,41583.550336
24081,1.000000,41584.446180
24082,1.000000,41585.066703
24083,2.000000,41586.934771
24084,3.906891,41590.770083
