n,m,Q_rational,Lambda_value,sign
2,6972,-3,-26.5489722199,-
2,6974,1,+8.8499442272,+
2,6976,0,+0.0000000000,0
2,6978,1,+8.8505176217,+
2,6980,-1,-8.8508041958,-
2,6982,1,+8.8510906877,+
2,6984,1,+8.8513770975,+
2,6986,1,+8.8516634254,+
2,6988,0,+0.0000000000,0
2,6990,1,+8.8522358352,+
2,6992,0,+0.0000000000,0
2,6994,1,+8.8528079176,+
2,6996,-3,-26.5592815084,-
2,6998,1,+8.8533796729,+
2,7000,3,+26.5609962841,+
2,7002,1,+8.8539511015,+
2,7004,-1,-8.8542366934,-
2,7006,1,+8.8545222038,+
2,7008,0,+0.0000000000,0
2,7010,1,+8.8550929800,+
2,7012,0,+0.0000000000,0
2,7014,1,+8.8556634307,+
2,7016,0,+0.0000000000,0
2,7018,1,+8.8562335561,+
2,7020,-7,-61.9956294791,-
2,7022,1,+8.8568033567,+
2,7024,0,+0.0000000000,0
2,7026,1,+8.8573728328,+
2,7028,-1,-8.8576574493,-
2,7030,1,+8.8579419848,+
2,7032,0,+0.0000000000,0
2,7034,1,+8.8585108130,+
2,7036,0,+0.0000000000,0
2,7038,1,+8.8590793179,+
2,7040,0,+0.0000000000,0
2,7042,1,+8.8596474997,+
2,7044,-1,-8.8599314696,-
2,7046,1,+8.8602153589,+
2,7048,0,+0.0000000000,0
2,7050,1,+8.8607828958,+
2,7052,-1,-8.8610665435,-
2,7054,1,+8.8613501108,+
2,7056,-3/2,-13.2924503965,-
2,7058,1,+8.8619170042,+
2,7060,-1,-8.8622003305,-
2,7062,1,+8.8624835765,+
2,7064,0,+0.0000000000,0
2,7066,1,+8.8630498279,+
2,7068,-3,-26.5899985003,-
2,7070,1,+8.8636157589,+
2,7072,0,+0.0000000000,0
2,7074,1,+8.8641813698,+
2,7076,-1,-8.8644640553,-
2,7078,1,+8.8647466609,+
2,7080,2,+17.7300583734,+
2,7082,1,+8.8653116327,+
2,7084,-3,-26.5967819967,-
2,7086,1,+8.8658762854,+
2,7088,0,+0.0000000000,0
2,7090,1,+8.8664406195,+
2,7092,-2,-17.7334453344,-
2,7094,1,+8.8670046353,+
2,7096,0,+0.0000000000,0
2,7098,1,+8.8675683332,+
2,7100,-2,-17.7357001261,-
2,7102,1,+8.8681317135,+
2,7104,0,+0.0000000000,0
2,7106,1,+8.8686947766,+
2,7108,0,+0.0000000000,0
2,7110,1,+8.8692575228,+
2,7112,0,+0.0000000000,0
2,7114,1,+8.8698199525,+
2,7116,-1,-8.8701010488,-
2,7118,1,+8.8703820661,+
2,7120,0,+0.0000000000,0
2,7122,1,+8.8709438638,+
2,7124,-1,-8.8712246444,-
2,7126,1,+8.8715053462,+
2,7128,6,+53.2307158149,+
2,7130,1,+8.8720665134,+
2,7132,0,+0.0000000000,0
2,7134,1,+8.8726273659,+
2,7136,0,+0.0000000000,0
2,7138,1,+8.8731879041,+
2,7140,-7,-62.1142763873,-
2,7142,1,+8.8737481282,+
2,7144,0,+0.0000000000,0
2,7146,1,+8.8743080386,+
2,7148,0,+0.0000000000,0
2,7150,1,+8.8748676357,+
2,7152,0,+0.0000000000,0
2,7154,1,+8.8754269198,+
2,7156,0,+0.0000000000,0
2,7158,1,+8.8759858913,+
2,7160,0,+0.0000000000,0
2,7162,1,+8.8765445506,+
2,7164,-2,-17.7536475264,-
2,7166,1,+8.8771028979,+
2,7168,0,+0.0000000000,0
2,7170,1,+8.8776609336,+
2,7172,-1,-8.8779398347,-
2,7174,1,+8.8782186581,+
2,7176,2,+17.7569948075,+
2,7178,1,+8.8787760717,+
2,7180,-1,-8.8790546620,-
2,7182,1,+8.8793331748,+
2,7184,0,+0.0000000000,0
2,7186,1,+8.8798899677,+
2,7188,-1,-8.8801682479,-
2,7190,1,+8.8804464507,+
2,7192,0,+0.0000000000,0
2,7194,1,+8.8810026243,+
2,7196,-1,-8.8812805951,-
2,7198,1,+8.8815584886,+
2,7200,0,+0.0000000000,0
2,7202,1,+8.8821140442,+
2,7204,0,+0.0000000000,0
2,7206,1,+8.8826692913,+
2,7208,0,+0.0000000000,0
2,7210,1,+8.8832242303,+
2,7212,-1,-8.8835015843,-
2,7214,1,+8.8837788615,+
2,7216,0,+0.0000000000,0
2,7218,1,+8.8843331852,+
2,7220,-2,-17.7692204638,-
2,7222,1,+8.8848872018,+
2,7224,2,+17.7703281902,+
2,7226,1,+8.8854409117,+
2,7228,-1,-8.8857176517,-
2,7230,1,+8.8859943152,+
2,7232,0,+0.0000000000,0
2,7234,1,+8.8865474125,+
2,7236,-3,-26.6604715395,-
2,7238,1,+8.8871002041,+
2,7240,0,+0.0000000000,0
2,7242,1,+8.8876526903,+
2,7244,0,+0.0000000000,0
2,7246,1,+8.8882048715,+
2,7248,0,+0.0000000000,0
2,7250,1,+8.8887567478,+
2,7252,-2,-17.7780651437,-
2,7254,1,+8.8893083198,+
2,7256,0,+0.0000000000,0
2,7258,1,+8.8898595878,+
2,7260,-5,-44.4506755391,-
2,7262,1,+8.8904105520,+
2,7264,0,+0.0000000000,0
2,7266,1,+8.8909612128,+
2,7268,-1,-8.8912364295,-
2,7270,1,+8.8915115705,+
2,7272,1,+8.8917866359,+
2,7274,1,+8.8920616255,+
2,7276,-1,-8.8923365396,-
2,7278,1,+8.8926113782,+
2,7280,0,+0.0000000000,0
2,7282,1,+8.8931608287,+
2,7284,-1,-8.8934354408,-
2,7286,1,+8.8937099776,+
2,7288,0,+0.0000000000,0
2,7290,1,+8.8942588250,+
2,7292,0,+0.0000000000,0
2,7294,1,+8.8948073714,+
2,7296,0,+0.0000000000,0
2,7298,1,+8.8953556170,+
2,7300,-2,-17.7912592543,-
2,7302,1,+8.8959035622,+
2,7304,0,+0.0000000000,0
2,7306,1,+8.8964512074,+
2,7308,-5,-44.4836245875,-
2,7310,1,+8.8969985527,+
2,7312,0,+0.0000000000,0
2,7314,1,+8.8975455987,+
2,7316,-1,-8.8978190095,-
2,7318,1,+8.8980923456,+
2,7320,2,+17.7967312139,+
2,7322,1,+8.8986387937,+
2,7324,0,+0.0000000000,0
2,7326,1,+8.8991849433,+
2,7328,0,+0.0000000000,0
2,7330,1,+8.8997307949,+
2,7332,-3,-26.7000108269,-
2,7334,1,+8.9002763486,+
2,7336,0,+0.0000000000,0
2,7338,1,+8.9008216049,+
2,7340,-1,-8.9010941216,-
2,7342,1,+8.9013665641,+
2,7344,-1,-8.9016389323,-
2,7346,1,+8.9019112264,+
2,7348,-1,-8.9021834463,-
2,7350,1,+8.9024555922,+
2,7352,0,+0.0000000000,0
2,7354,1,+8.9029996619,+
2,7356,-1,-8.9032715857,-
2,7358,1,+8.9035434357,+
2,7360,0,+0.0000000000,0
2,7362,1,+8.9040869139,+
2,7364,-1,-8.9043585424,-
2,7366,1,+8.9046300970,+
2,7368,0,+0.0000000000,0
2,7370,1,+8.9051729852,+
2,7372,-1,-8.9054443188,-
2,7374,1,+8.9057155788,+
2,7376,0,+0.0000000000,0
2,7378,1,+8.9062578782,+
2,7380,-5,-44.5326445880,-
2,7382,1,+8.9067998836,+
2,7384,0,+0.0000000000,0
2,7386,1,+8.9073415954,+
2,7388,0,+0.0000000000,0
2,7390,1,+8.9078830139,+
2,7392,0,+0.0000000000,0
2,7394,1,+8.9084241395,+
2,7396,-1/2,-4.4543472963,-
2,7398,1,+8.9089649724,+
2,7400,1,+8.9092352792,+
2,7402,1,+8.9095055129,+
2,7404,-1,-8.9097756737,-
2,7406,1,+8.9100457615,+
2,7408,0,+0.0000000000,0
2,7410,1,+8.9105857183,+
2,7412,-1,-8.9108555874,-
2,7414,1,+8.9111253837,+
2,7416,1,+8.9113951072,+
2,7418,1,+8.9116647580,+
2,7420,-3,-26.7358030085,-
2,7422,1,+8.9122038416,+
2,7424,0,+0.0000000000,0
2,7426,1,+8.9127426347,+
2,7428,-1,-8.9130119225,-
2,7430,1,+8.9132811377,+
2,7432,0,+0.0000000000,0
2,7434,1,+8.9138193509,+
2,7436,-2,-17.8281766977,-
2,7438,1,+8.9143572745,+
2,7440,0,+0.0000000000,0
2,7442,1,+8.9148949089,+
2,7444,0,+0.0000000000,0
2,7446,1,+8.9154322544,+
2,7448,1,+8.9157008190,+
2,7450,1,+8.9159693114,+
2,7452,-4,-35.6649509269,-
2,7454,1,+8.9165060800,+
2,7456,0,+0.0000000000,0
2,7458,1,+8.9170425607,+
2,7460,-1,-8.9173106932,-
2,7462,1,+8.9175787538,+
2,7464,0,+0.0000000000,0
2,7466,1,+8.9181146595,+
2,7468,0,+0.0000000000,0
2,7470,1,+8.9186502781,+
2,7472,0,+0.0000000000,0
2,7474,1,+8.9191856100,+
2,7476,-3,-26.7583595057,-
2,7478,1,+8.9197206555,+
2,7480,2,+17.8399761419,+
2,7482,1,+8.9202554149,+
2,7484,0,+0.0000000000,0
2,7486,1,+8.9207898885,+
2,7488,0,+0.0000000000,0
2,7490,1,+8.9213240765,+
2,7492,0,+0.0000000000,0
2,7494,1,+8.9218579794,+
2,7496,0,+0.0000000000,0
2,7498,1,+8.9223915973,+
2,7500,-4,-35.6906331981,-
2,7502,1,+8.9229249306,+
2,7504,0,+0.0000000000,0
2,7506,1,+8.9234579797,+
2,7508,0,+0.0000000000,0
2,7510,1,+8.9239907448,+
2,7512,0,+0.0000000000,0
2,7514,1,+8.9245232261,+
2,7516,0,+0.0000000000,0
2,7518,1,+8.9250554241,+
2,7520,0,+0.0000000000,0
2,7522,1,+8.9255873390,+
2,7524,-5,-44.6292659521,-
2,7526,1,+8.9261189712,+
2,7528,0,+0.0000000000,0
2,7530,1,+8.9266503208,+
2,7532,-1,-8.9269158898,-
2,7534,1,+8.9271813883,+
2,7536,0,+0.0000000000,0
2,7538,1,+8.9277121738,+
2,7540,-3,-26.7839323830,-
2,7542,1,+8.9282426778,+
2,7544,0,+0.0000000000,0
2,7546,1,+8.9287729005,+
2,7548,-3,-26.7871137195,-
2,7550,1,+8.9293028422,+
2,7552,0,+0.0000000000,0
2,7554,1,+8.9298325033,+
2,7556,0,+0.0000000000,0
2,7558,1,+8.9303618839,+
2,7560,15,+133.9593970376,+
2,7562,1,+8.9308909845,+
2,7564,-1,-8.9311554298,-
2,7566,1,+8.9314198052,+
2,7568,0,+0.0000000000,0
2,7570,1,+8.9319483464,+
2,7572,-1,-8.9322125123,-
2,7574,1,+8.9324766085,+
2,7576,0,+0.0000000000,0
2,7578,1,+8.9330045916,+
2,7580,-1,-8.9332684786,-
2,7582,1,+8.9335322961,+
2,7584,0,+0.0000000000,0
2,7586,1,+8.9340597222,+
2,7588,-1,-8.9343233311,-
2,7590,1,+8.9345868704,+
2,7592,0,+0.0000000000,0
2,7594,1,+8.9351137408,+
2,7596,-2,-17.8707541439,-
2,7598,1,+8.9356403337,+
2,7600,0,+0.0000000000,0
2,7602,1,+8.9361666495,+
2,7604,0,+0.0000000000,0
2,7606,1,+8.9366926885,+
2,7608,0,+0.0000000000,0
2,7610,1,+8.9372184509,+
2,7612,-1,-8.9374812284,-
2,7614,1,+8.9377439369,+
2,7616,0,+0.0000000000,0
2,7618,1,+8.9382691470,+
2,7620,-3,-26.8155949460,-
2,7622,1,+8.9387940814,+
2,7624,0,+0.0000000000,0
2,7626,1,+8.9393187404,+
2,7628,0,+0.0000000000,0
2,7630,1,+8.9398431243,+
2,7632,0,+0.0000000000,0
2,7634,1,+8.9403672333,+
2,7636,-1,-8.9406291848,-
2,7638,1,+8.9408910678,+
2,7640,0,+0.0000000000,0
2,7642,1,+8.9414146280,+
2,7644,-5,-44.7083815268,-
2,7646,1,+8.9419379143,+
2,7648,0,+0.0000000000,0
2,7650,1,+8.9424609268,+
2,7652,0,+0.0000000000,0
2,7654,1,+8.9429836660,+
2,7656,2,+17.8864898663,+
2,7658,1,+8.9435061320,+
2,7660,-1,-8.9437672627,-
2,7662,1,+8.9440283253,+
2,7664,0,+0.0000000000,0
2,7666,1,+8.9445502459,+
2,7668,-3,-26.8344333125,-
2,7670,1,+8.9450718944,+
2,7672,0,+0.0000000000,0
2,7674,1,+8.9455932708,+
2,7676,-1,-8.9458538571,-
2,7678,1,+8.9461143756,+
2,7680,0,+0.0000000000,0
2,7682,1,+8.9466352089,+
2,7684,-1,-8.9468955239,-
2,7686,1,+8.9471557711,+
2,7688,0,+0.0000000000,0
2,7690,1,+8.9476760625,+
2,7692,-1,-8.9479361067,-
2,7694,1,+8.9481960833,+
2,7696,0,+0.0000000000,0
2,7698,1,+8.9487158338,+
2,7700,-5,-44.7448780392,-
2,7702,1,+8.9492353144,+
2,7704,1,+8.9494949535,+
2,7706,1,+8.9497545252,+
2,7708,-1,-8.9500140295,-
2,7710,1,+8.9502734666,+
2,7712,0,+0.0000000000,0
2,7714,1,+8.9507921388,+
2,7716,-1,-8.9510513740,-
2,7718,1,+8.9513105421,+
2,7720,0,+0.0000000000,0
2,7722,1,+8.9518286768,+
2,7724,0,+0.0000000000,0
2,7726,1,+8.9523465432,+
2,7728,0,+0.0000000000,0
2,7730,1,+8.9528641416,+
2,7732,0,+0.0000000000,0
2,7734,1,+8.9533814722,+
2,7736,0,+0.0000000000,0
2,7738,1,+8.9538985353,+
2,7740,-5,-44.7707848329,-
2,7742,1,+8.9544153311,+
2,7744,0,+0.0000000000,0
2,7746,1,+8.9549318601,+
2,7748,-1,-8.9551900245,-
2,7750,1,+8.9554481223,+
2,7752,2,+17.9114123071,+
2,7754,1,+8.9559641182,+
2,7756,-1,-8.9562220164,-
2,7758,1,+8.9564798480,+
2,7760,0,+0.0000000000,0
2,7762,1,+8.9569953119,+
2,7764,-1,-8.9572529443,-
2,7766,1,+8.9575105103,+
2,7768,0,+0.0000000000,0
2,7770,1,+8.9580254434,+
2,7772,-1,-8.9582828105,-
2,7774,1,+8.9585401114,+
2,7776,1/5,+1.7917594692,+
2,7778,1,+8.9590545147,+
2,7780,-1,-8.9593116172,-
2,7782,1,+8.9595686535,+
2,7784,0,+0.0000000000,0
2,7786,1,+8.9600825282,+
2,7788,-3,-26.8810180995,-
2,7790,1,+8.9605961389,+
2,7792,0,+0.0000000000,0
2,7794,1,+8.9611094859,+
2,7796,0,+0.0000000000,0
2,7798,1,+8.9616225695,+
2,7800,7,+62.7331530887,+
2,7802,1,+8.9621353901,+
2,7804,0,+0.0000000000,0
2,7806,1,+8.9626479477,+
2,7808,0,+0.0000000000,0
2,7810,1,+8.9631602428,+
2,7812,-5,-44.8170814600,-
2,7814,1,+8.9636722756,+
2,7816,0,+0.0000000000,0
2,7818,1,+8.9641840464,+
2,7820,-3,-26.8933195006,-
2,7822,1,+8.9646955553,+
2,7824,0,+0.0000000000,0
2,7826,1,+8.9652068028,+
2,7828,-1,-8.9654623285,-
2,7830,1,+8.9657177890,+
2,7832,0,+0.0000000000,0
2,7834,1,+8.9662285142,+
2,7836,-1,-8.9664837791,-
2,7838,1,+8.9667389788,+
2,7840,0,+0.0000000000,0
2,7842,1,+8.9672491829,+
2,7844,-1,-8.9675041873,-
2,7846,1,+8.9677591268,+
2,7848,1,+8.9680140012,+
2,7850,1,+8.9682688108,+
2,7852,-1,-8.9685235554,-
2,7854,1,+8.9687782351,+
2,7856,0,+0.0000000000,0
2,7858,1,+8.9692874001,+
2,7860,-3,-26.9086256563,-
2,7862,1,+8.9697963060,+
2,7864,0,+0.0000000000,0
2,7866,1,+8.9703049530,+
2,7868,-1,-8.9705591795,-
2,7870,1,+8.9708133414,+
2,7872,0,+0.0000000000,0
2,7874,1,+8.9713214715,+
2,7876,-1,-8.9715754398,-
2,7878,1,+8.9718293435,+
2,7880,0,+0.0000000000,0
2,7882,1,+8.9723369578,+
2,7884,-3,-26.9177720048,-
2,7886,1,+8.9728443144,+
2,7888,0,+0.0000000000,0
2,7890,1,+8.9733514138,+
2,7892,0,+0.0000000000,0
2,7894,1,+8.9738582562,+
2,7896,2,+17.9482231622,+
2,7898,1,+8.9743648418,+
2,7900,-2,-17.9492360769,-
2,7902,1,+8.9748711710,+
2,7904,0,+0.0000000000,0
2,7906,1,+8.9753772439,+
2,7908,-1,-8.9756301843,-
2,7910,1,+8.9758830608,+
2,7912,0,+0.0000000000,0
2,7914,1,+8.9763886219,+
2,7916,0,+0.0000000000,0
2,7918,1,+8.9768939277,+
2,7920,-3,-26.9314394544,-
2,7922,1,+8.9773989782,+
2,7924,-1,-8.9776514078,-
2,7926,1,+8.9779037738,+
2,7928,0,+0.0000000000,0
2,7930,1,+8.9784083146,+
2,7932,-1,-8.9786604896,-
2,7934,1,+8.9789126011,+
2,7936,0,+0.0000000000,0
2,7938,1,+8.9794166333,+
2,7940,-1,-8.9796685542,-
2,7942,1,+8.9799204117,+
2,7944,0,+0.0000000000,0
2,7946,1,+8.9804239364,+
2,7948,0,+0.0000000000,0
2,7950,1,+8.9809272076,+
2,7952,0,+0.0000000000,0
2,7954,1,+8.9814302258,+
2,7956,-5,-44.9084081999,-
2,7958,1,+8.9819329910,+
2,7960,0,+0.0000000000,0
2,7962,1,+8.9824355036,+
2,7964,-1,-8.9826866652,-
2,7966,1,+8.9829377637,+
2,7968,0,+0.0000000000,0
2,7970,1,+8.9834397718,+
2,7972,0,+0.0000000000,0
2,7974,1,+8.9839415279,+
2,7976,0,+0.0000000000,0
2,7978,1,+8.9844430325,+
2,7980,-7,-62.8928558331,-
2,7982,1,+8.9849442856,+
2,7984,0,+0.0000000000,0
2,7986,1,+8.9854452876,+
2,7988,0,+0.0000000000,0
2,7990,1,+8.9859460388,+
2,7992,3,+26.9585889610,+
2,7994,1,+8.9864465393,+
2,7996,0,+0.0000000000,0
2,7998,1,+8.9869467894,+
2,8000,0,+0.0000000000,0
2,8002,1,+8.9874467894,+
2,8004,-3,-26.9630900871,-
2,8006,1,+8.9879465396,+
2,8008,2,+17.9763926420,+
2,8010,1,+8.9884460401,+
2,8012,0,+0.0000000000,0
2,8014,1,+8.9889452912,+
2,8016,0,+0.0000000000,0
2,8018,1,+8.9894442932,+
2,8020,-1,-8.9896937009,-
2,8022,1,+8.9899430463,+
2,8024,0,+0.0000000000,0
2,8026,1,+8.9904415508,+
2,8028,-2,-17.9813814198,-
2,8030,1,+8.9909398069,+
2,8032,0,+0.0000000000,0
2,8034,1,+8.9914378149,+
2,8036,-2,-17.9833734519,-
2,8038,1,+8.9919355750,+
2,8040,2,+17.9843687243,+
2,8042,1,+8.9924330875,+
2,8044,0,+0.0000000000,0
2,8046,1,+8.9929303525,+
2,8048,0,+0.0000000000,0
2,8050,1,+8.9934273704,+
2,8052,-3,-26.9810273603,-
2,8054,1,+8.9939241414,+
2,8056,0,+0.0000000000,0
2,8058,1,+8.9944206658,+
2,8060,-3,-26.9840065065,-
2,8062,1,+8.9949169437,+
2,8064,0,+0.0000000000,0
2,8066,1,+8.9954129754,+
2,8068,0,+0.0000000000,0
2,8070,1,+8.9959087613,+
2,8072,0,+0.0000000000,0
2,8074,1,+8.9964043014,+
2,8076,-1,-8.9966519794,-
2,8078,1,+8.9968995961,+
2,8080,0,+0.0000000000,0
2,8082,1,+8.9973946456,+
2,8084,-1,-8.9976420785,-
2,8086,1,+8.9978894502,+
2,8088,0,+0.0000000000,0
2,8090,1,+8.9983840101,+
2,8092,-2,-17.9972623966,-
2,8094,1,+8.9988783254,+
2,8096,0,+0.0000000000,0
2,8098,1,+8.9993723966,+
2,8100,-13/2,-58.4975257143,-
2,8102,1,+8.9998662238,+
2,8104,0,+0.0000000000,0
2,8106,1,+9.0003598072,+
2,8108,0,+0.0000000000,0
2,8110,1,+9.0008531471,+
2,8112,0,+0.0000000000,0
2,8114,1,+9.0013462438,+
2,8116,0,+0.0000000000,0
2,8118,1,+9.0018390974,+
2,8120,2,+18.0041708663,+
2,8122,1,+9.0023317082,+
2,8124,-1,-9.0025779227,-
2,8126,1,+9.0028240765,+
2,8128,0,+0.0000000000,0
2,8130,1,+9.0033162025,+
2,8132,-1,-9.0035621747,-
2,8134,1,+9.0038080865,+
2,8136,1,+9.0040539377,+
2,8138,1,+9.0042997286,+
2,8140,-3,-27.0136363770,-
2,8142,1,+9.0047911291,+
2,8144,0,+0.0000000000,0
2,8146,1,+9.0052822882,+
2,8148,-3,-27.0165833320,-
2,8150,1,+9.0057732062,+
2,8152,0,+0.0000000000,0
2,8154,1,+9.0062638834,+
2,8156,0,+0.0000000000,0
2,8158,1,+9.0067543199,+
2,8160,0,+0.0000000000,0
2,8162,1,+9.0072445160,+
2,8164,-1,-9.0074895239,-
2,8166,1,+9.0077344719,+
2,8168,0,+0.0000000000,0
2,8170,1,+9.0082241879,+
2,8172,-2,-18.0169379119,-
2,8174,1,+9.0087136641,+
2,8176,0,+0.0000000000,0
2,8178,1,+9.0092029009,+
2,8180,-1,-9.0094474296,-
2,8182,1,+9.0096918985,+
2,8184,2,+18.0198726153,+
2,8186,1,+9.0101806571,+
2,8188,-1,-9.0104249468,-
2,8190,1,+9.0106691768,+
2,8192,1/13,+0.6931471806,+
2,8194,1,+9.0111574581,+
2,8196,-1,-9.0114015094,-
2,8198,1,+9.0116455011,+
2,8200,1,+9.0118894333,+
2,8202,1,+9.0121333060,+
2,8204,-1,-9.0123771192,-
2,8206,1,+9.0126208730,+
2,8208,-1,-9.0128645674,-
2,8210,1,+9.0131082024,+
2,8212,0,+0.0000000000,0
2,8214,1,+9.0135952945,+
2,8216,0,+0.0000000000,0
2,8218,1,+9.0140821494,+
2,8220,-3,-27.0429764642,-
2,8222,1,+9.0145687675,+
2,8224,0,+0.0000000000,0
2,8226,1,+9.0150551488,+
2,8228,-2,-18.0305965015,-
2,8230,1,+9.0155412937,+
2,8232,3,+27.0473528325,+
2,8234,1,+9.0160272023,+
2,8236,-1,-9.0162700681,-
2,8238,1,+9.0165128750,+
2,8240,0,+0.0000000000,0
2,8242,1,+9.0169983119,+
2,8244,-2,-18.0344818840,-
2,8246,1,+9.0174835133,+
2,8248,0,+0.0000000000,0
2,8250,1,+9.0179684793,+
2,8252,0,+0.0000000000,0
2,8254,1,+9.0184532103,+
2,8256,0,+0.0000000000,0
2,8258,1,+9.0189377064,+
2,8260,-3,-27.0575395995,-
2,8262,1,+9.0194219680,+
2,8264,0,+0.0000000000,0
2,8266,1,+9.0199059951,+
2,8268,-3,-27.0604437624,-
2,8270,1,+9.0203897880,+
2,8272,0,+0.0000000000,0
2,8274,1,+9.0208733470,+
2,8276,0,+0.0000000000,0
2,8278,1,+9.0213566723,+
2,8280,7,+63.1511877317,+
2,8282,1,+9.0218397641,+
2,8284,-1,-9.0220812225,-
2,8286,1,+9.0223226226,+
2,8288,0,+0.0000000000,0
2,8290,1,+9.0228052481,+
2,8292,-1,-9.0230464736,-
2,8294,1,+9.0232876408,+
2,8296,0,+0.0000000000,0
2,8298,1,+9.0237698009,+
2,8300,-2,-18.0480215876,-
2,8302,1,+9.0242517286,+
2,8304,0,+0.0000000000,0
2,8306,1,+9.0247334242,+
2,8308,-1,-9.0249741850,-
2,8310,1,+9.0252148878,+
2,8312,0,+0.0000000000,0
2,8314,1,+9.0256961198,+
2,8316,-7,-63.1815565428,-
2,8318,1,+9.0261771203,+
2,8320,0,+0.0000000000,0
2,8322,1,+9.0266578895,+
2,8324,0,+0.0000000000,0
2,8326,1,+9.0271384278,+
2,8328,0,+0.0000000000,0
2,8330,1,+9.0276187352,+
2,8332,0,+0.0000000000,0
2,8334,1,+9.0280988120,+
2,8336,0,+0.0000000000,0
2,8338,1,+9.0285786584,+
2,8340,-3,-27.0864554861,-
2,8342,1,+9.0290582748,+
2,8344,0,+0.0000000000,0
2,8346,1,+9.0295376612,+
2,8348,0,+0.0000000000,0
2,8350,1,+9.0300168178,+
2,8352,0,+0.0000000000,0
2,8354,1,+9.0304957451,+
2,8356,0,+0.0000000000,0
2,8358,1,+9.0309744430,+
2,8360,2,+18.0624274122,+
2,8362,1,+9.0314529119,+
2,8364,-3,-27.0950761816,-
2,8366,1,+9.0319311520,+
2,8368,0,+0.0000000000,0
2,8370,1,+9.0324091635,+
2,8372,-3,-27.0979442507,-
2,8374,1,+9.0328869466,+
2,8376,0,+0.0000000000,0
2,8378,1,+9.0333645015,+
2,8380,-1,-9.0336031935,-
2,8382,1,+9.0338418285,+
2,8384,0,+0.0000000000,0
2,8386,1,+9.0343189277,+
2,8388,-2,-18.0691147840,-
2,8390,1,+9.0347957995,+
2,8392,0,+0.0000000000,0
2,8394,1,+9.0352724439,+
2,8396,0,+0.0000000000,0
2,8398,1,+9.0357488612,+
2,8400,-3,-27.1079609545,-
2,8402,1,+9.0362250517,+
2,8404,-1,-9.0364630620,-
2,8406,1,+9.0367010156,+
2,8408,0,+0.0000000000,0
2,8410,1,+9.0371767530,+
2,8412,-1,-9.0374145368,-
2,8414,1,+9.0376522642,+
2,8416,0,+0.0000000000,0
2,8418,1,+9.0381275493,+
2,8420,-1,-9.0383651072,-
2,8422,1,+9.0386026087,+
2,8424,6,+54.2330403229,+
2,8426,1,+9.0390774425,+
2,8428,-2,-18.0786295498,-
2,8430,1,+9.0395520510,+
2,8432,0,+0.0000000000,0
2,8434,1,+9.0400264343,+
2,8436,-3,-27.1207906248,-
2,8438,1,+9.0405005927,+
2,8440,0,+0.0000000000,0
2,8442,1,+9.0409745263,+
2,8444,0,+0.0000000000,0
2,8446,1,+9.0414482355,+
2,8448,0,+0.0000000000,0
2,8450,1,+9.0419217204,+
2,8452,0,+0.0000000000,0
2,8454,1,+9.0423949811,+
2,8456,0,+0.0000000000,0
2,8458,1,+9.0428680180,+
2,8460,-5,-45.2155222630,-
2,8462,1,+9.0433408313,+
2,8464,0,+0.0000000000,0
2,8466,1,+9.0438134211,+
2,8468,-1,-9.0440496323,-
2,8470,1,+9.0442857876,+
2,8472,0,+0.0000000000,0
2,8474,1,+9.0447579312,+
2,8476,-1,-9.0449939194,-
2,8478,1,+9.0452298519,+
2,8480,0,+0.0000000000,0
2,8482,1,+9.0457015500,+
2,8484,-3,-27.1378119471,-
2,8486,1,+9.0461730258,+
2,8488,0,+0.0000000000,0
2,8490,1,+9.0466442793,+
2,8492,-1,-9.0468798228,-
2,8494,1,+9.0471153109,+
2,8496,0,+0.0000000000,0
2,8498,1,+9.0475861207,+
2,8500,-3,-27.1434643274,-
2,8502,1,+9.0480567089,+
2,8504,0,+0.0000000000,0
2,8506,1,+9.0485270758,+
2,8508,-1,-9.0487621763,-
2,8510,1,+9.0489972216,+
2,8512,0,+0.0000000000,0
2,8514,1,+9.0494671464,+
2,8516,0,+0.0000000000,0
2,8518,1,+9.0499368505,+
2,8520,2,+18.1003432396,+
2,8522,1,+9.0504063341,+
2,8524,0,+0.0000000000,0
2,8526,1,+9.0508755973,+
2,8528,0,+0.0000000000,0
2,8530,1,+9.0513446405,+
2,8532,-3,-27.1547372388,-
2,8534,1,+9.0518134637,+
2,8536,0,+0.0000000000,0
2,8538,1,+9.0522820673,+
2,8540,-3,-27.1575488603,-
2,8542,1,+9.0527504514,+
2,8544,0,+0.0000000000,0
2,8546,1,+9.0532186162,+
2,8548,0,+0.0000000000,0
2,8550,1,+9.0536865619,+
2,8552,0,+0.0000000000,0
2,8554,1,+9.0541542888,+
2,8556,-3,-27.1631642106,-
2,8558,1,+9.0546217970,+
2,8560,0,+0.0000000000,0
2,8562,1,+9.0550890867,+
2,8564,0,+0.0000000000,0
2,8566,1,+9.0555561582,+
2,8568,7,+63.3905272849,+
2,8570,1,+9.0560230116,+
2,8572,0,+0.0000000000,0
2,8574,1,+9.0564896472,+
2,8576,0,+0.0000000000,0
2,8578,1,+9.0569560651,+
2,8580,-7,-63.4003243474,-
2,8582,1,+9.0574222656,+
2,8584,0,+0.0000000000,0
2,8586,1,+9.0578882488,+
2,8588,-1,-9.0581211590,-
2,8590,1,+9.0583540150,+
2,8592,0,+0.0000000000,0
2,8594,1,+9.0588195643,+
